TrialID,NFB_digit1,NFB_digit2,NFB_digit3,Speaker_trial,NV_trial,Triggered_trial,Jitter_trial,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,response_practice.thisRepN,response_practice.thisTrialN,response_practice.thisN,response_practice.thisIndex,calibration_block.thisRepN,calibration_block.thisTrialN,calibration_block.thisN,calibration_block.thisIndex,exp_trials.thisRepN,exp_trials.thisTrialN,exp_trials.thisN,exp_trials.thisIndex,response_exp.thisRepN,response_exp.thisTrialN,response_exp.thisN,response_exp.thisIndex,Digit1_clear.started,Digit1_clear.stopped,Digit2_clear.started,Digit2_clear.stopped,Digit3_clear.started,Digit3_clear.stopped,response_practice_resp.keys,response_practice_resp.rt,response_practice_resp.started,response_practice_resp.stopped,text_practice_repeat.started,text_practice_repeat.stopped,text.started,text.stopped,text_calibration_repeat.started,text_calibration_repeat.stopped,text_break.started,text_break.stopped,Fixation.started,Fixation.stopped,text_6.started,text_6.stopped,Fixation_Play.started,Fixation_Play.stopped,sound_digit1.started,sound_digit1.stopped,sound_digit2.started,sound_digit2.stopped,sound_digit3.started,sound_digit3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_nextblock.started,text_nextblock.stopped,response_nextblock.keys,response_nextblock.started,response_nextblock.stopped,response_nextblock.rt,participant,session,date,expName,psychopyVersion,frameRate,
9.0,2.0,8.0,9.0,14.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,0,9,9,9,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.16683050000028743],185.2484355000006,None,,,,,,,1,001,2021_Nov_09_1053,eeg_contingent_digits,2021.2.3,60.00376823663302,
9.0,2.0,8.0,9.0,14.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_09_1053,eeg_contingent_digits,2021.2.3,60.00376823663302,
10.0,9.0,1.0,3.0,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,0,10,10,10,0,0,0,0,,,,,,,,,,,,,,,,,,,185.4650631000004,None,185.4650631000004,None,202.70849390000058,204.10795710000002,0.013453340000523895,None,0.49341353999989224,None,0.9766620400005195,None,['return'],[0.6410735999997996],204.1579814000006,None,,,,,,,1,001,2021_Nov_09_1053,eeg_contingent_digits,2021.2.3,60.00376823663302,
10.0,9.0,1.0,3.0,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,0,10,10,10,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.23801480000020092],204.84102070000063,None,,,,,,,1,001,2021_Nov_09_1053,eeg_contingent_digits,2021.2.3,60.00376823663302,
10.0,9.0,1.0,3.0,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,0,10,10,10,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.21879449999960343],205.12424030000057,None,,,,,,,1,001,2021_Nov_09_1053,eeg_contingent_digits,2021.2.3,60.00376823663302,
10.0,9.0,1.0,3.0,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_09_1053,eeg_contingent_digits,2021.2.3,60.00376823663302,
11.0,9.0,1.0,3.0,13.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,0,11,11,11,0,0,0,0,,,,,,,,,,,,,,,,,,,205.40752220000013,None,205.40752220000013,None,211.48849289999998,212.88797560000057,0.016436849999990955,None,0.4994173499999306,None,0.9825262499998644,None,['return'],[0.5729959999998755],212.93795490000048,None,,,,,,,1,001,2021_Nov_09_1053,eeg_contingent_digits,2021.2.3,60.00376823663302,
11.0,9.0,1.0,3.0,13.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,0,11,11,11,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.18059549999998126],213.55437750000056,None,,,,,,,1,001,2021_Nov_09_1053,eeg_contingent_digits,2021.2.3,60.00376823663302,
11.0,9.0,1.0,3.0,13.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,0,11,11,11,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.15601479999986623],213.77095700000064,None,,,,,,,1,001,2021_Nov_09_1053,eeg_contingent_digits,2021.2.3,60.00376823663302,
11.0,9.0,1.0,3.0,13.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_09_1053,eeg_contingent_digits,2021.2.3,60.00376823663302,
